,Date,Sg. Golok (m)
1066,2018-02-12,5.33
1067,2018-03-12,5.07
1068,2018-04-12,5.82
1069,2018-05-12,6.25
1070,2018-06-12,7.14
1071,2018-07-12,7.57
1072,2018-08-12,6.97
1073,2018-09-12,6.22
1074,2018-10-12,6.07
1075,2018-11-12,6.32
1076,2018-12-12,6.73
1077,2018-12-13,7.68
1078,2018-12-14,8.22
1079,2018-12-15,8.25
1080,2018-12-16,8.59
1081,2018-12-17,8.81
1082,2018-12-18,8.64
1083,2018-12-19,8.28
1084,2018-12-20,7.61
1085,2018-12-21,6.94
1086,2018-12-22,6.43
1087,2018-12-23,6.06
1088,2018-12-24,5.78
1089,2018-12-25,5.56
1090,2018-12-26,5.39
1091,2018-12-27,5.34
1092,2018-12-28,6.26
1093,2018-12-29,6.26
1094,2018-12-30,6.26
1095,2018-12-31,6.26
1096,2019-01-01,5.57
1097,2019-02-01,5.6
1098,2019-03-01,5.55
1099,2019-04-01,6.2
1100,2019-05-01,5.91
1101,2019-06-01,5.7
1102,2019-07-01,6.02
1103,2019-08-01,6.04
1104,2019-09-01,5.99
1105,2019-10-01,6.02
1106,2019-11-01,5.98
1107,2019-12-01,6.16
1108,2019-01-13,6.23
1109,2019-01-14,6.58
1110,2019-01-15,6.12
1111,2019-01-16,5.76
1112,2019-01-17,6.24
1113,2019-01-18,7.06
1114,2019-01-19,6.9
1115,2019-01-20,6.43
1116,2019-01-21,6.02
1117,2019-01-22,5.71
1118,2019-01-23,5.45
1119,2019-01-24,5.28
1120,2019-01-25,5.12
1121,2019-01-26,4.96
1122,2019-01-27,4.83
1123,2019-01-28,4.72
1124,2019-01-29,4.67
1125,2019-01-30,4.64
1126,2019-01-31,4.57
1127,2019-01-02,4.47
1128,2019-02-02,4.42
1129,2019-03-02,4.53
1130,2019-04-02,4.75
1131,2019-05-02,4.59
1132,2019-06-02,4.41
1133,2019-07-02,4.31
1134,2019-08-02,4.23
1135,2019-09-02,4.17
1136,2019-10-02,4.12
1137,2019-11-02,4.06
1138,2019-12-02,4.02
1139,2019-02-13,4.01
1140,2019-02-14,4.29
1141,2019-02-15,4.36
1142,2019-02-16,4.17
1143,2019-02-17,4.07
1144,2019-02-18,4.0
1145,2019-02-19,3.96
1146,2019-02-20,4.02
1147,2019-02-21,4.0
1148,2019-02-22,3.94
1149,2019-02-23,3.89
1150,2019-02-24,3.85
1151,2019-02-25,3.82
1152,2019-02-26,3.8
1153,2019-02-27,3.78
1154,2019-02-28,3.7
1155,2019-01-03,3.61
1156,2019-02-03,3.58
1157,2019-03-03,3.57
1158,2019-04-03,3.55
1159,2019-05-03,3.53
1160,2019-06-03,3.51
1161,2019-07-03,3.48
1162,2019-08-03,3.47
1163,2019-09-03,3.45
1164,2019-10-03,3.43
1165,2019-11-03,3.41
1166,2019-12-03,3.4
1167,2019-03-13,3.37
1168,2019-03-14,3.35
1169,2019-03-15,3.34
1170,2019-03-16,3.33
1171,2019-03-17,3.32
1172,2019-03-18,3.31
1173,2019-03-19,3.29
1174,2019-03-20,3.28
1175,2019-03-21,3.26
1176,2019-03-22,3.25
1177,2019-03-23,3.24
1178,2019-03-24,3.24
1179,2019-03-25,3.22
1180,2019-03-26,3.22
1181,2019-03-27,3.25
1182,2019-03-28,3.22
1183,2019-03-29,3.35
1184,2019-03-30,3.39
1185,2019-03-31,4.47
1186,2019-01-04,3.84
1187,2019-02-04,4.36
1188,2019-03-04,4.25
1189,2019-04-04,3.88
1190,2019-05-04,3.72
1191,2019-06-04,3.6
1192,2019-07-04,3.51
1193,2019-08-04,3.45
1194,2019-09-04,3.42
1195,2019-10-04,3.38
1196,2019-11-04,3.35
1197,2019-12-04,3.44
1198,2019-04-13,3.45
1199,2019-04-14,3.4
1200,2019-04-15,3.36
1201,2019-04-16,3.34
1202,2019-04-17,3.32
1203,2019-04-18,3.29
1204,2019-04-19,3.27
1205,2019-04-20,3.24
1206,2019-04-21,3.22
1207,2019-04-22,3.21
1208,2019-04-23,3.19
1209,2019-04-24,3.2
1210,2019-04-25,3.23
1211,2019-04-26,3.21
1212,2019-04-27,3.21
1213,2019-04-28,3.24
1214,2019-04-29,4.57
1215,2019-04-30,5.04
1216,2019-01-05,3.62
1217,2019-02-05,3.58
1218,2019-03-05,3.53
1219,2019-04-05,3.45
1220,2019-05-05,3.43
1221,2019-06-05,3.47
1222,2019-07-05,3.39
1223,2019-08-05,3.33
1224,2019-09-05,3.28
1225,2019-10-05,3.25
1226,2019-11-05,3.22
1227,2019-12-05,3.21
1228,2019-05-13,3.2
1229,2019-05-14,3.23
1230,2019-05-15,3.61
1231,2019-05-16,3.96
1232,2019-05-17,3.94
1233,2019-05-18,3.92
1234,2019-05-19,3.87
1235,2019-05-20,4.05
1236,2019-05-21,4.1
1237,2019-05-22,3.96
1238,2019-05-23,3.93
1239,2019-05-24,3.9
1240,2019-05-25,4.23
1241,2019-05-26,5.02
1242,2019-05-27,4.7
1243,2019-05-28,4.37
1244,2019-05-29,4.35
1245,2019-05-30,4.46
1246,2019-05-31,4.23
1247,2019-01-06,4.28
1248,2019-02-06,4.13
1249,2019-03-06,4.01
1250,2019-04-06,3.92
1251,2019-05-06,3.86
1252,2019-06-06,4.39
1253,2019-07-06,5.48
1254,2019-08-06,5.09
1255,2019-09-06,5.6
1256,2019-10-06,6.45
1257,2019-11-06,6.05
1258,2019-12-06,5.67
1259,2019-06-13,6.11
1260,2019-06-14,6.03
1261,2019-06-15,5.44
1262,2019-06-16,5.15
1263,2019-06-17,5.18
1264,2019-06-18,5.39
1265,2019-06-19,5.52
1266,2019-06-20,5.31
1267,2019-06-21,5.1
1268,2019-06-22,4.86
1269,2019-06-23,4.81
1270,2019-06-24,4.86
1271,2019-06-25,4.74
1272,2019-06-26,4.64
1273,2019-06-27,4.81
1274,2019-06-28,4.72
1275,2019-06-29,4.34
1276,2019-06-30,4.04
1277,2019-01-07,4.8
1278,2019-02-07,4.5
1279,2019-03-07,4.23
1280,2019-04-07,4.04
1281,2019-05-07,3.89
1282,2019-06-07,3.81
1283,2019-07-07,3.8
1284,2019-08-07,3.89
1285,2019-09-07,3.93
1286,2019-10-07,3.91
1287,2019-11-07,3.83
1288,2019-12-07,4.52
1289,2019-07-13,4.91
1290,2019-07-14,5.03
1291,2019-07-15,4.89
1292,2019-07-16,4.44
1293,2019-07-17,4.22
1294,2019-07-18,4.09
1295,2019-07-19,4.13
1296,2019-07-20,4.26
1297,2019-07-21,4.16
1298,2019-07-22,4.12
1299,2019-07-23,3.96
1300,2019-07-24,3.96
1301,2019-07-25,4.44
1302,2019-07-26,4.58
1303,2019-07-27,4.55
1304,2019-07-28,4.75
1305,2019-07-29,4.6
1306,2019-07-30,4.4
1307,2019-07-31,5.26
1308,2019-01-08,3.76
1309,2019-02-08,3.67
1310,2019-03-08,3.6
1311,2019-04-08,3.53
1312,2019-05-08,3.48
1313,2019-06-08,3.42
1314,2019-07-08,3.38
1315,2019-08-08,3.36
1316,2019-09-08,3.33
1317,2019-10-08,3.31
1318,2019-11-08,3.31
1319,2019-12-08,3.73
1320,2019-08-13,4.2
1321,2019-08-14,4.16
1322,2019-08-15,4.64
1323,2019-08-16,4.59
1324,2019-08-17,4.58
1325,2019-08-18,4.99
1326,2019-08-19,4.99
1327,2019-08-20,4.43
1328,2019-08-21,4.42
1329,2019-08-22,4.56
1330,2019-08-23,4.41
1331,2019-08-24,5.29
1332,2019-08-25,6.28
1333,2019-08-26,5.94
1334,2019-08-27,5.35
1335,2019-08-28,4.9
1336,2019-08-29,4.46
1337,2019-08-30,4.32
1338,2019-08-31,4.32
1339,2019-01-09,4.22
1340,2019-02-09,4.22
1341,2019-03-09,4.14
1342,2019-04-09,4.2
1343,2019-05-09,4.61
1344,2019-06-09,4.5
1345,2019-07-09,4.24
1346,2019-08-09,4.51
1347,2019-09-09,5.54
1348,2019-10-09,6.59
1349,2019-11-09,6.19
1350,2019-12-09,5.73
1351,2019-09-13,5.46
1352,2019-09-14,5.39
1353,2019-09-15,5.1
1354,2019-09-16,4.94
1355,2019-09-17,4.69
1356,2019-09-18,4.62
1357,2019-09-19,4.45
1358,2019-09-20,4.46
1359,2019-09-21,4.39
1360,2019-09-22,4.76
1361,2019-09-23,4.84
1362,2019-09-24,4.54
1363,2019-09-25,4.56
1364,2019-09-26,4.62
1365,2019-09-27,4.57
1366,2019-09-28,4.45
1367,2019-09-29,4.57
1368,2019-09-30,4.39
1369,2019-01-10,4.17
1370,2019-02-10,4.25
1371,2019-03-10,4.7
1372,2019-04-10,4.91
1373,2019-05-10,4.75
1374,2019-06-10,4.86
1375,2019-07-10,5.17
1376,2019-08-10,4.97
1377,2019-09-10,4.76
1378,2019-10-10,4.63
1379,2019-11-10,5.28
1380,2019-12-10,5.23
1381,2019-10-13,5.47
1382,2019-10-14,5.27
1383,2019-10-15,4.95
1384,2019-10-16,4.91
1385,2019-10-17,4.7
1386,2019-10-18,4.87
1387,2019-10-19,4.64
1388,2019-10-20,4.54
1389,2019-10-21,4.36
1390,2019-10-22,4.33
1391,2019-10-23,4.24
1392,2019-10-24,4.75
1393,2019-10-25,5.58
1394,2019-10-26,5.44
1395,2019-10-27,4.83
1396,2019-10-28,4.58
1397,2019-10-29,7.69
1398,2019-10-30,8.98
1399,2019-10-31,8.98
1400,2019-01-11,4.61
1401,2019-02-11,4.69
1402,2019-03-11,4.89
1403,2019-04-11,4.91
1404,2019-05-11,5.44
1405,2019-06-11,6.04
1406,2019-07-11,6.63
1407,2019-08-11,6.85
1408,2019-09-11,7.09
1409,2019-10-11,7.02
1410,2019-11-11,6.93
1411,2019-12-11,6.76
1412,2019-11-13,6.64
1413,2019-11-14,6.8
1414,2019-11-15,6.71
1415,2019-11-16,6.47
1416,2019-11-17,6.24
1417,2019-11-18,5.94
1418,2019-11-19,5.74
1419,2019-11-20,5.68
1420,2019-11-21,5.52
1421,2019-11-22,5.77
1422,2019-11-23,6.09
1423,2019-11-24,6.15
1424,2019-11-25,5.87
1425,2019-11-26,6.04
1426,2019-11-27,6.04
1427,2019-11-28,6.6
1428,2019-11-29,5.57
1429,2019-11-30,5.39
1430,2019-01-12,10.27
1431,2019-02-12,10.57
1432,2019-03-12,10.55
1433,2019-04-12,10.42
1434,2019-05-12,10.06
1435,2019-06-12,9.45
1436,2019-07-12,8.73
1437,2019-08-12,7.92
1438,2019-09-12,7.75
1439,2019-10-12,7.63
1440,2019-11-12,7.32
1441,2019-12-12,6.94
1442,2019-12-13,6.59
1443,2019-12-14,6.33
1444,2019-12-15,6.38
1445,2019-12-16,6.42
1446,2019-12-17,6.79
1447,2019-12-18,8.31
1448,2019-12-19,10.55
1449,2019-12-20,10.69
1450,2019-12-21,10.43
1451,2019-12-22,9.65
1452,2019-12-23,8.68
1453,2019-12-24,7.58
1454,2019-12-25,6.8
1455,2019-12-26,6.33
1456,2019-12-27,6.01
1457,2019-12-28,5.75
1458,2019-12-29,5.75
1459,2019-12-30,5.75
1460,2019-12-31,5.75
1461,2020-01-01,5.13
1462,2020-02-01,5.02
1463,2020-03-01,4.98
1464,2020-04-01,5.0
1465,2020-05-01,4.87
1466,2020-06-01,4.76
1467,2020-07-01,4.68
1468,2020-08-01,4.63
1469,2020-09-01,4.74
1470,2020-10-01,4.59
1471,2020-11-01,4.48
1472,2020-12-01,4.41
1473,2020-01-13,4.36
1474,2020-01-14,4.32
1475,2020-01-15,4.27
1476,2020-01-16,4.23
1477,2020-01-17,4.18
1478,2020-01-18,4.19
1479,2020-01-19,4.43
1480,2020-01-20,5.1
1481,2020-01-21,4.98
1482,2020-01-22,4.53
1483,2020-01-23,4.19
1484,2020-01-24,4.07
1485,2020-01-25,3.95
1486,2020-01-26,3.86
1487,2020-01-27,3.8
1488,2020-01-28,3.77
1489,2020-01-29,3.71
1490,2020-01-30,3.66
1491,2020-01-31,3.62
1492,2020-01-02,3.61
1493,2020-02-02,3.8
1494,2020-03-02,3.76
1495,2020-04-02,3.65
1496,2020-05-02,3.58
1497,2020-06-02,3.54
1498,2020-07-02,3.52
1499,2020-08-02,3.5
1500,2020-09-02,3.47
1501,2020-10-02,3.55
1502,2020-11-02,5.2
1503,2020-12-02,6.93
1504,2020-02-13,6.98
1505,2020-02-14,5.99
1506,2020-02-15,5.33
1507,2020-02-16,4.93
1508,2020-02-17,4.63
1509,2020-02-18,4.57
1510,2020-02-19,4.7
1511,2020-02-20,4.4
1512,2020-02-21,4.22
1513,2020-02-22,4.12
1514,2020-02-23,4.08
1515,2020-02-24,4.36
1516,2020-02-25,4.26
1517,2020-02-26,4.06
1518,2020-02-27,3.93
1519,2020-02-28,3.85
1520,2020-02-29,3.79
1521,2020-01-03,3.73
1522,2020-02-03,3.68
1523,2020-03-03,3.62
1524,2020-04-03,3.6
1525,2020-05-03,3.56
1526,2020-06-03,3.55
1527,2020-07-03,3.66
1528,2020-08-03,3.7
1529,2020-09-03,3.57
1530,2020-10-03,3.5
1531,2020-11-03,3.47
1532,2020-12-03,3.42
1533,2020-03-13,3.38
1534,2020-03-14,3.37
1535,2020-03-15,3.37
1536,2020-03-16,3.37
1537,2020-03-17,3.35
1538,2020-03-18,3.31
1539,2020-03-19,3.3
1540,2020-03-20,3.28
1541,2020-03-21,3.26
1542,2020-03-22,3.24
1543,2020-03-23,3.49
1544,2020-03-24,3.79
1545,2020-03-25,3.62
1546,2020-03-26,3.46
1547,2020-03-27,3.36
1548,2020-03-28,3.31
1549,2020-03-29,3.27
1550,2020-03-30,3.27
1551,2020-03-31,3.67
1552,2020-01-04,3.2
1553,2020-02-04,3.2
1554,2020-03-04,3.35
1555,2020-04-04,3.42
1556,2020-05-04,3.29
1557,2020-06-04,3.24
1558,2020-07-04,3.21
1559,2020-08-04,3.19
1560,2020-09-04,3.16
1561,2020-10-04,3.14
1562,2020-11-04,3.13
1563,2020-12-04,3.11
1564,2020-04-13,3.08
1565,2020-04-14,3.05
1566,2020-04-15,3.06
1567,2020-04-16,3.05
1568,2020-04-17,3.04
1569,2020-04-18,3.03
1570,2020-04-19,3.02
1571,2020-04-20,3.01
1572,2020-04-21,3.01
1573,2020-04-22,3.0
1574,2020-04-23,3.0
1575,2020-04-24,3.04
1576,2020-04-25,3.11
1577,2020-04-26,3.13
1578,2020-04-27,3.22
1579,2020-04-28,3.24
1580,2020-04-29,3.25
1581,2020-04-30,3.69
1582,2020-01-05,3.28
1583,2020-02-05,3.3
1584,2020-03-05,3.27
1585,2020-04-05,3.18
1586,2020-05-05,3.41
1587,2020-06-05,3.69
1588,2020-07-05,3.37
1589,2020-08-05,3.32
1590,2020-09-05,3.42
1591,2020-10-05,3.39
1592,2020-11-05,3.27
1593,2020-12-05,3.19
1594,2020-05-13,3.24
1595,2020-05-14,3.34
1596,2020-05-15,3.4
1597,2020-05-16,3.48
1598,2020-05-17,3.96
1599,2020-05-18,3.48
1600,2020-05-19,3.42
1601,2020-05-20,3.4
1602,2020-05-21,4.01
1603,2020-05-22,4.25
1604,2020-05-23,4.22
1605,2020-05-24,4.11
1606,2020-05-25,3.94
1607,2020-05-26,3.79
1608,2020-05-27,4.12
1609,2020-05-28,3.91
1610,2020-05-29,3.79
1611,2020-05-30,4.69
1612,2020-05-31,4.69
1613,2020-01-06,3.79
1614,2020-02-06,4.38
1615,2020-03-06,4.51
1616,2020-04-06,4.88
1617,2020-05-06,5.03
1618,2020-06-06,5.23
1619,2020-07-06,5.43
1620,2020-08-06,5.41
1621,2020-09-06,5.3
1622,2020-10-06,5.39
1623,2020-11-06,5.7
1624,2020-12-06,5.1
1625,2020-06-13,5.41
1626,2020-06-14,5.1
1627,2020-06-15,4.85
1628,2020-06-16,5.29
1629,2020-06-17,5.42
1630,2020-06-18,5.08
1631,2020-06-19,4.85
1632,2020-06-20,5.14
1633,2020-06-21,5.8
1634,2020-06-22,5.79
1635,2020-06-23,6.06
1636,2020-06-24,5.84
1637,2020-06-25,5.75
1638,2020-06-26,5.63
1639,2020-06-27,5.35
1640,2020-06-28,5.09
1641,2020-06-29,4.87
1642,2020-06-30,4.99
1643,2020-01-07,4.98
1644,2020-02-07,5.07
1645,2020-03-07,5.08
1646,2020-04-07,5.25
1647,2020-05-07,5.04
1648,2020-06-07,4.68
1649,2020-07-07,4.48
1650,2020-08-07,4.43
1651,2020-09-07,4.42
1652,2020-10-07,4.38
1653,2020-11-07,4.43
1654,2020-12-07,5.35
1655,2020-07-13,5.85
1656,2020-07-14,5.63
1657,2020-07-15,5.24
1658,2020-07-16,4.96
1659,2020-07-17,4.84
1660,2020-07-18,4.94
1661,2020-07-19,4.92
1662,2020-07-20,4.66
1663,2020-07-21,4.58
1664,2020-07-22,4.37
1665,2020-07-23,4.16
1666,2020-07-24,4.29
1667,2020-07-25,4.39
1668,2020-07-26,4.37
1669,2020-07-27,4.56
1670,2020-07-28,4.8
1671,2020-07-29,4.87
1672,2020-07-30,4.87
1673,2020-07-31,6.16
1674,2020-01-08,4.89
1675,2020-02-08,4.51
1676,2020-03-08,4.26
1677,2020-04-08,4.1
1678,2020-05-08,3.97
1679,2020-06-08,3.91
1680,2020-07-08,3.87
1681,2020-08-08,3.92
1682,2020-09-08,3.91
1683,2020-10-08,3.8
1684,2020-11-08,3.78
1685,2020-12-08,4.16
1686,2020-08-13,4.42
1687,2020-08-14,5.28
1688,2020-08-15,5.38
1689,2020-08-16,4.68
1690,2020-08-17,4.81
1691,2020-08-18,4.81
1692,2020-08-19,4.81
1693,2020-08-20,4.81
1694,2020-08-21,4.81
1695,2020-08-22,4.81
1696,2020-08-23,4.81
1697,2020-08-24,4.81
1698,2020-08-25,4.81
1699,2020-08-26,4.81
1700,2020-08-27,4.81
1701,2020-08-28,4.81
1702,2020-08-29,4.81
1703,2020-08-30,4.81
1704,2020-08-31,4.81
1764,2020-10-30,9.37
1765,2020-10-31,9.37
1766,2020-01-11,6.11
1767,2020-02-11,6.11
1768,2020-03-11,6.11
1769,2020-04-11,6.11
1770,2020-05-11,6.11
1771,2020-06-11,6.11
1772,2020-07-11,6.11
1773,2020-08-11,6.11
1774,2020-09-11,6.11
1775,2020-10-11,6.11
1776,2020-11-11,6.11
1777,2020-12-11,6.11
1778,2020-11-13,6.11
1779,2020-11-14,6.11
1780,2020-11-15,6.11
1781,2020-11-16,6.11
1782,2020-11-17,6.11
1783,2020-11-18,6.11
1784,2020-11-19,6.74
1785,2020-11-20,6.21
1786,2020-11-21,5.99
1787,2020-11-22,5.75
1788,2020-11-23,5.75
1789,2020-11-24,6.63
1790,2020-11-25,7.8
1791,2020-11-26,7.89
1792,2020-11-27,7.96
1793,2020-11-28,9.02
1794,2020-11-29,9.37
1795,2020-11-30,6.57
1796,2020-01-12,8.97
1797,2020-02-12,8.43
1798,2020-03-12,8.36
1799,2020-04-12,9.11
1800,2020-05-12,9.54
1801,2020-06-12,9.29
1802,2020-07-12,8.63
1803,2020-08-12,7.66
1804,2020-09-12,6.9
1805,2020-10-12,6.44
1806,2020-11-12,6.11
1807,2020-12-12,5.83
1808,2020-12-13,5.83
1809,2020-12-14,5.68
1810,2020-12-15,5.44
1811,2020-12-16,5.83
1812,2020-12-17,7.15
1813,2020-12-18,9.11
1814,2020-12-19,10.29
1815,2020-12-20,10.39
1816,2020-12-21,10.31
1817,2020-12-22,10.14
1818,2020-12-23,9.69
1819,2020-12-24,8.98
1820,2020-12-25,8.38
1821,2020-12-26,8.12
1822,2020-12-27,7.83
1823,2020-12-28,7.88
1824,2020-12-29,7.23
1825,2020-12-30,7.23
1826,2020-12-31,7.23
