,Date,Sg. Kusial Tanah Merah (m)
1803,2020-08-12,9.2
1804,2020-09-12,9.06
1805,2020-10-12,8.97
1806,2020-11-12,8.96
1807,2020-12-12,9.0
1808,2020-12-13,9.13
1809,2020-12-14,9.24
1810,2020-12-15,9.07
1811,2020-12-16,9.39
1812,2020-12-17,10.85
1813,2020-12-18,14.2
1814,2020-12-19,15.63
1815,2020-12-20,15.85
1816,2020-12-21,14.86
1817,2020-12-22,12.47
1818,2020-12-23,10.66
1819,2020-12-24,10.17
1820,2020-12-25,10.04
1821,2020-12-26,10.24
1822,2020-12-27,10.4
1823,2020-12-28,10.64
1824,2020-12-29,10.1
1825,2020-12-30,10.1
1826,2020-12-31,10.1
